Neurosurgeon,ABNS Certificate,RFP in CNS Endovascular Surgery,RFP in Neurological Critical Care,RFP in Pediatric Neurological Surgery,Certified,Lifetime
"Bender, Matthew",  05/07/2021 - 12/31/2031,,,,Participating,
"Benko, Michael",,,,,,
"Berger, Mitchel",  11/01/1991,,,,,
"KARAMPELAS, IOANNIS",  05/08/2021 - 12/31/2031,,,,Participating,
"Karikari, Isaac",  05/05/2018 - 12/31/2028,,,,Participating,
"Keller, Irvin Basil",  05/10/1976,,,,,Not Required To Participate
"Traynelis, Vincent",  11/01/1992,,,,,Not Required To Participate
"Tse, Victor","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Tsvankin, Vadim",,,,,,
"Kirsch, Wolff",  10/01/1967,,,,,Not Required To Participate
"Klemme, William",  10/01/1963,,,,,Not Required To Participate
"Klempner, William",  05/01/1984,,,,,Not Required To Participate
"Goldenberg, Todd",  11/01/1997,,,,,
"Gooldy, Timothy",,,,,,
"Gabikian, Patrik",  05/21/2015 - 12/31/2025,,,,Participating,
"Gabriel, Phabinly",,,,,,
"Gardner, Paul",  11/12/2014 - 12/31/2024,,,,Participating,
"Klinger, Neil",,,,,,
"Kotecha, Nilesh","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Koymen, Naim",  09/01/1982,,,,,Not Required To Participate
"Holly, Langston","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Hopkins, L.",  09/01/1977,,,,,Not Required To Participate
"Horn, Louis","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Buchanan, Robert","['\xa0\xa005/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Buchanan, Russell","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Bucholz, Richard",  09/01/1985,,,,,Not Required To Participate
"Ebersole, Koji",  04/19/2016 - 12/31/2026,,,,Participating,
"Egan, Kathleen",  01/01/1982,,,,,Not Required To Participate
"Brigeman, Scott",,,,,,
"Broadway, Steven",  11/10/2015 - 12/31/2025,,,,Participating,
"Broussalian, Sarkis",  01/01/1960,,,,,Not Required To Participate
"Bergsneider, Marvin",  11/01/1998,,,,,Not Required To Participate
"Berk, Mehmet",  11/02/2019 - 12/31/2029,,,,Participating,
"Bilsky, Mark","['\xa0\xa011/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Khan, Imad",,,,,,
"Khan, Inamullah",,,,,,
"Khoja, Isam","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 05/16/2022']",,,,,
"Udani, Vikram",  11/05/2017 - 12/31/2027,,,,Participating,
"Vadlamudi, Venu",,"['\xa0\xa001/02/2020'], ['\xa0\xa001/01/2021']",,,,
"Krauss, William",  05/01/1996,,,,,Not Required To Participate
"Kraut, William",  01/01/1976,,,,,Not Required To Participate
"Kuhn, William",  11/01/1995,,,,,Not Required To Participate
"Goradia, Tushar","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Grahm, Thomas",  11/01/1995,,,,,Not Required To Participate
"Gardner, Paul",  05/01/1997,,,,,
"Garell, P.","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Lakomkin, Nikita",,,,,,
"Laskay, Nicholas",,,,,,
"Laxpati, Nealen",,,,,,
"Hou, Lewis",  05/07/2014 - 12/31/2024,,,,Participating,
"Houten, Lorne",,,,,,
"Hughes, Liam",,,,,,
"Buckley, Ralph",,,,,,
"Buckley, Robert",  05/13/2023 - 12/31/2033,,,,Participating,
"Eichholz, Kurt","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Elisevich, Konstantin",  11/01/1990,,,,,Not Required To Participate
"Browd, Samuel","['\xa0\xa005/04/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Brown, Steven",  11/12/2014 - 12/31/2024,,,,Participating,
"Binning, Mandy",  11/13/2013 - 12/31/2024,,,,Participating,
"Boakye, Maxwell","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Bobek, Miroslav","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Kim, Irene",  05/07/2021 - 12/31/2031,,,  06/12/2021,Participating,
"Kumar, Ish",  01/01/1976,,,,,
"Kureshi, Inam","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Vasenina, Valentina",,,,,,
"Vasudeva, Viren",  11/05/2022 - 12/31/2032,,,,Participating,
"Lake, Wendell",  05/05/2018 - 12/31/2028,,,,Participating,
"Lambert, William",,,,,,
"Gravori, Tooraj","['\xa0\xa005/02/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Gruber, Thomas",  04/20/2016 - 12/31/2026,,,,Participating,
"Gehling, Paxton",,,,,,
"Gerszten, Peter","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Levine, Nicholas","['\xa0\xa011/09/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Limoges, Natalie",,,,,,
"Hutchins, Leslie",  05/04/2019 - 12/31/2029,,,,Participating,
"Hwang, Lee",,,,,,
"Jacques, Line","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Buonocore, Richard",  05/15/2013 - 12/31/2024,,,,Participating,
"Burke, Rebecca",,,,,,
"Erkmen, Kadir","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Essuman, Kow",,,,,,
"Fagin, Karen",,,,,,
"Burke, Shane",,,,,,
"Burks, Stephen",,,,,,
"Bohl, Michael",  05/06/2022 - 12/31/2032,,,,Participating,
"Boland, Michael",  05/01/1996,,,,,Not Required To Participate
"Laufer, Ilya",  05/20/2015 - 05/16/2022,,,,,
"Lee, Ian",  11/09/2015 - 12/31/2025,,,,Participating,
"McDougall, Ian",  05/13/2023 - 12/31/2033,,,,Participating,
"Wang, Vincent",  05/09/2014 - 12/31/2024,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Watson, Victoria",,,,,,
"Williams, Victor",  11/15/2013 - 12/31/2024,,,,Participating,
"Langheinrich, Walter","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Leesch, Wolfgang",,  02/13/2023,,,,
"Gust, Troy",  04/20/2016 - 12/31/2026,,,,Participating,
"Ha, Tung","['\xa0\xa005/05/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Hamilton, Travis",,,,,,
"Ghamasaee, Pegah",,,,,,
"Gianaris, Peter",  11/01/1994,,,,,Not Required To Participate
"Lin, Ning",  11/04/2018 - 12/31/2028,,,,Participating,
"Litofsky, N.",  11/01/1995,,,,,Not Required To Participate
"Luther, Neal","['\xa0\xa011/09/2016 - 03/31/2022'], ['\xa0\xa006/09/2022 - 12/31/2032']",,,,Participating,
"Jasmin, Luc","['\xa0\xa005/03/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Jelsma, Lawrence",  04/01/1973,,,,,Not Required To Participate
"Buza, Robert",  05/01/1978,,,,,Not Required To Participate
"Byrne, Richard","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Fargen, Kyle",  11/03/2018 - 12/31/2028,  02/13/2023,,,Participating,
"Fehnel, Katie",  05/06/2022 - 12/31/2032,,,  06/11/2022,Participating,
"Burstein, Stephen",  06/01/1969,,,,,Not Required To Participate
"Buttrick, Simon",  11/04/2022 - 12/31/2032,,,,Participating,
"Bookland, Markus",  11/03/2018 - 12/31/2028,,,  03/08/2019,Participating,
"Boulos, Magdy",  09/01/1988,,,,,Not Required To Participate
"McNeill, Ian",,,,,,
"McQuarrie, Irvine",  09/01/1979,,,,,Not Required To Participate
"Yanamadala, Vijay",  10/31/2020 - 12/31/2030,,,,Participating,
"Zerris, Vasilios",  11/09/2012 - 12/31/2022,,,,Participating,
"Leimbach, Warren",  05/01/1993,,,,,Not Required To Participate
"Levy, Walter",  01/01/1983,,,,,Not Required To Participate
"Loudon, William","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Hankinson, Todd",  05/15/2013 - 12/31/2024,,,,Participating,
"Hannah, Theodore",,,,,,
"Gigante, Paul",  05/05/2018 - 12/31/2028,,,,Participating,
"Girgis, Pierre","['\xa0\xa011/07/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Macedo, Nelson",  05/01/1988,,,,,Not Required To Participate
"Majmundar, Neil",,,,,,
"Jimenez, Lincoln",  11/04/2017 - 12/31/2027,,,,Participating,
"Kahn, Lora",  05/07/2022 - 12/31/2032,,,,Participating,
"Cach, Robert","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Calafiore, Rebecca",,,,,,
"Foley, Kevin",  09/01/1987,,,,,Not Required To Participate
"Follett, Kenneth",  05/01/1994,,,,,Not Required To Participate
"Foote, Kelly","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Calderon, Stephen",  11/01/1991,,,,,Not Required To Participate
"Camici, Stefano","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']",,,,Participating,
"Bounajem, Michael",,,,,,
"Brandel, Michael",,,,,,
"Brisman, Michael","['\xa0\xa005/30/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Melamed, Itay","['\xa0\xa011/13/2013 - 12/31/2023'], ['\xa0\xa001/01/2024 - 12/31/2033']",,,,Participating,
"Mendez, Ivar",  05/01/1996,,,,,Not Required To Participate
"Muftuoglu, Ilayda",,,,,,
"Lowery, William",  11/01/1972,,,,,Not Required To Participate
"Loyola, Walter",  11/01/1993,,,,,Not Required To Participate
"Lu, William",  11/01/1998,,,,,Not Required To Participate
"Hardigan, Trevor",,,,,,
"Hardy, Tyrone",  05/01/1980,,,,,Not Required To Participate
"Harland, Tessa",,,,,,
"Gleason, Patrick Langham","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Golden, Patrick",  01/01/1971,,,,,Not Required To Participate
"Gore, Pankaj",  11/14/2013 - 12/31/2024,,,,Participating,
"Malhotra, Neil",  05/20/2015 - 12/31/2025,,,,Participating,
"Mandelberg, Nataniel",,,,,,
"Kaoutzani, Lydia",,,,,,
"Khorasani, Leila",  11/04/2018 - 12/31/2028,,,,Participating,
"Khoury, Laith",  10/31/2020 - 12/31/2030,,,,Participating,
"Cantu, Robert",  11/01/1970,,,,,Not Required To Participate
"Cardenas, Raul",  05/05/2018 - 12/31/2028,,,,Not Participating,
"Cardona, Rafael",  11/05/2017 - 12/31/2027,,,,Participating,
"Forseth, Kiefer",,,,,,
"Foxx, Kenneth",  11/13/2021 - 12/31/2031,,,,Participating,
"French, Kathleen",  11/01/1993,,,,,Not Required To Participate
"Campbell, Stephen","['\xa0\xa011/02/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Capek, Stepan",,,,,,
"Carr, Steven",  11/13/2021 - 12/31/2031,,,,Participating,
"Brown, Matthew",  11/12/2021 - 12/31/2031,,,,Participating,
"Brown, Melandee",  05/05/2018 - 12/31/2028,,,  06/02/2018,Participating,
"Munshi, Ilyas","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Mutchnick, Ian",  11/12/2014 - 12/31/2024,,,  06/02/2018,Participating,
"Ng, Isaac",,,,,,
"Mack, William",  11/13/2013 - 12/31/2024,"['\xa0\xa006/09/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Madauss, William",  01/01/1981,,,,,Not Required To Participate
"Harrington, Timothy",  01/01/1976,,,,,Not Required To Participate
"Hawk, Thomas",  08/01/1970,,,,,Not Required To Participate
"Grabb, Paul",  11/01/1998,,,  06/11/2019,Participating,
"Grain, Peter",  05/01/1993,,,,,Not Required To Participate
"Manno, Nicholas",  05/01/1968,,,,,Not Required To Participate
"Mansour, Nassir",  11/03/2018 - 12/31/2028,,,,Participating,
"Kim, Lily",,,,,,
"Kim, Louis","['\xa0\xa011/03/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']","['\xa0\xa006/09/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Cardona-Campos, Rene",  05/01/1974,,,,,Not Required To Participate
"Carl, R.",  11/01/1965,,,,,
"Carter, Richard",  11/01/1994,,,,,Not Required To Participate
"Frerichs, Kai","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Fryburg, Karsten","['\xa0\xa011/02/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Cathey, Steven",  05/01/1992,,,,,Not Required To Participate
"Chakraborty, Shamik",,,,,,
"Chandela, Sidhartha",  11/10/2015 - 12/31/2025,,,,Participating,
"Brown, Michael",  09/01/1989,,,,,Not Required To Participate
"Bryniarski, Mark","['\xa0\xa005/02/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Ohiorhenuan, Ifije",  05/12/2023 - 12/31/2033,,,,Participating,
"Omeis, Ibrahim","['\xa0\xa011/09/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Parney, Ian",  11/14/2013 - 12/31/2024,,,,Participating,
"Maggio, William",  05/01/1993,,,,,
"Mangham, William",,,,,,
"Marsh, W. Richard",  05/01/1985,,,,,
"Helenowski, Tomasz",  11/01/1993,,,,,Not Required To Participate
"Hersonskey, Tamir","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Hill, T.",  09/01/1982,,,,,Not Required To Participate
"Graupman, Patrick","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,  09/25/2018,Participating,
"Grillo, Peter",  01/01/1979,,,,,Not Required To Participate
"Grossi, Peter","['\xa0\xa011/07/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Mariwalla, Nitin",  11/10/2023 - 12/31/2033,,,,Participating,
"Marko, Nicholas",  05/05/2018 - 12/31/2028,,,,Participating,
"Martin, Neil",  05/01/1989,,,,,Not Required To Participate
"Kleiner, Laurence",  09/01/1989,,,,,Not Required To Participate
"kolb, Luis",  11/04/2022 - 12/31/2032,,,,Participating,
"Koro, Lacin",,,,,,
"Cerejo, Russell",,"['\xa0\xa006/09/2022'], ['\xa0\xa001/01/2023']",,,,
"Cezayirli, R.",  05/01/1992,,,,,Not Required To Participate
"Fu, Kai-Ming",  05/08/2014 - 12/31/2024,,,,Participating,
"Fuiks, Kimball",  11/01/1998,,,,,Not Required To Participate
"Gassie, Kelly",,,,,,
"Chang, Steve",  11/12/2014 - 12/31/2024,,,,Participating,
"Chang, Steven","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Bucci, Michael",  05/01/1992,,,,,Not Required To Participate
"Buckingham, Martin",  11/01/1993,,,,,Not Required To Participate
"Budway, Matthew","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Pena Pino, Isabela",,,,,,
"Pollack, Ian",  05/01/1996,,,,Participating,
"Pomeraniec, Isaac",,,,,,
"McAllister, William","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"McCann, William",  05/01/1972,,,,,Not Required To Participate
"Hill, Travis",,,,,,
"Hines, Thomas",,,,,,
"Hodges, Tiffany",  10/31/2020 - 12/31/2030,,,,Participating,
"Gurtner, Petra",  05/01/1995,,,,,Not Required To Participate
"Gutterman, Paul",  11/01/1972,,,,,Not Required To Participate
"Han, Patrick","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Martirosyan, Nikolay",,,,,,
"Martirosyan, Nikolay",  11/12/2021 - 12/31/2031,,,,Participating,
"Marupudi, Neena",  10/30/2020 - 12/31/2030,,,  12/12/2020,Participating,
"Kosnik-Infinger, Libby",  05/05/2019 - 12/31/2029,,,  06/16/2019,Participating,
"Kralick, Louis",  05/01/1986,,,,,Not Required To Participate
"Chamoun, Roukoz",  11/09/2015 - 12/31/2025,,,,Participating,
"Chan, Richard",  01/01/1988,,,,,Not Required To Participate
"Chesnut, Randall",  11/01/1996,,,,,Not Required To Participate
"George, Keith",,,,,,
"Gibbons, Kevin",  11/01/1997,,,,,Not Required To Participate
"Chen, Selby",  05/04/2019 - 12/31/2029,,,,Participating,
"Chen, Shih-Shan",  05/04/2019 - 12/31/2029,,,  06/16/2019,Participating,
"Burke, Michael",  05/01/1998,,,  12/05/2019,,
"Burnett, Mark","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Burry, Matthew","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Richmond, Isabelle",  05/01/1982,,,,,Not Required To Participate
"Rinaldi, Italo",  04/01/1963,,,,,Not Required To Participate
"McCormick, William","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"McCullough, William","['\xa0\xa011/09/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"McGavran, William",  01/01/1980,,,,,Not Required To Participate
"Hoff, Theodore",  01/01/1962,,,,,Not Required To Participate
"Holbrook, Thomas",  09/01/1989,,,,,Not Required To Participate
"Holekamp, Terrence",  05/07/2021 - 12/31/2031,,,,Participating,
"Harris, Peter",,,,,,
"Hartzfeld, Paul","['\xa0\xa011/08/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Henkin, Philip","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Mayer, Norman","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Mbabuike, Nnenna",  11/12/2021 - 12/31/2031,,,,Participating,
"McKay, Natasha","['\xa0\xa005/02/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Kranzler, Leonard",  01/01/1974,,,,,Not Required To Participate
"Krauth, Lee",  05/01/1983,,,,,Not Required To Participate
"Lamprich, Lonnie",  09/01/1981,,,,,
"Chitale, Rohan",  11/03/2018 - 12/31/2028,"['\xa0\xa001/02/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Chiu, Ryan",,,,,,
"Chow, Robert",  05/01/1973,,,,,Not Required To Participate
"Goler, K.",  09/01/1986,,,,,Not Required To Participate
"Golshani, Kiarash",  11/13/2014 - 12/31/2024,,,,Participating,
"Greenan, Krista",  11/13/2021 - 12/31/2031,,,,Participating,
"Cheok, Stephanie",,,,,,
"Cheshier, Samuel",  05/20/2015 - 12/31/2025,,,  12/06/2018,Not Participating,
"Chivukula, Srinivas",,,,,,
"Burt, Michael",  01/01/1980,,,,,Not Required To Participate
"Burton, Matthew",,,,,,
"Bydon, Mohamad",  05/05/2018 - 12/31/2028,,,,Participating,
"Ross, Ian",  11/01/1996,,,,Participating,
"Rybkin, Iliya",,,,,,
"Say, Irene",  05/13/2023 - 12/31/2033,,,,Participating,
"McKay, William",,,,,,
"McPherson, Warren",  01/01/1976,,,,,Not Required To Participate
"Metcalf-Doetsch, William",,,,,,
"Hollon, Todd",,,,,,
"Hood, Terry",  05/01/1986,,,,,Not Required To Participate
"Hitchon, Patrick",  01/01/1983,,,,,Not Required To Participate
"hlavac, philip","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Hodge, Philip","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Mehan, Neal",  05/07/2022 - 12/31/2032,,,,Participating,
"Mendoza-Elias, Nasya",,,,,,
"Lamsam, Layton",,,,,,
"Lasseigne, Lindsay",  05/12/2023 - 12/31/2033,,,,Participating,
"Leibrock, Lyal",  01/01/1980,,,,,
"Chu, Ray","['\xa0\xa005/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Chua, Richard","['\xa0\xa005/20/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Chung, Richard","['\xa0\xa005/20/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Greene, Karl","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Grewe, Kent",  11/01/1995,,,,,Not Required To Participate
"Guppy, Kern","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2024']",,,,Participating,
"Cho, Steve",,,,,,
"Choi, SooHo","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Choo, Sin",  05/01/1991,,,,,Not Required To Participate
"Cain, Marshall",  11/02/2019 - 12/31/2029,,,,Participating,
"Calayag, Mark",  05/07/2021 - 12/31/2031,,,,Participating,
"Shahhal, Imad",  09/01/1989,,,,,Not Required To Participate
"Sherman, Irving",  05/01/1949,,,,,Not Required To Participate
"Siddiqi, Imran",,,,,,
"Meyer, William",  09/01/1985,,,,,Not Required To Participate
"Michelsen, W.",  11/01/1971,,,,,Not Required To Participate
"Hopkins, Timothy","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Horner, Terry",  05/01/1980,,,,,Not Required To Participate
"Holla, P.",  09/01/1985,,,,,Not Required To Participate
"Holliday, Peter",  09/01/1987,,,,,Not Required To Participate
"Moayeri, N.","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Leng, Lewis",  11/04/2017 - 12/31/2027,,,,Participating,
"Li, Luyuan",,,,,,
"Clark, Ronald",  10/01/1974,,,,,
"Gupta, Kunal",  05/13/2023 - 12/31/2033,,,,Participating,
"Chotai, Silky",,,,,,
"Chowdhry, Shakeel",  11/07/2016 - 12/31/2026,,,,Participating,
"Camel, Mark",  05/01/1990,,,,,
"Camins, Martin",  01/01/1980,,,,,Not Required To Participate
