Neurosurgeon,ABNS Certificate,RFP in CNS Endovascular Surgery,RFP in Neurological Critical Care,RFP in Pediatric Neurological Surgery,Certified,Lifetime
"Sherrod, Brandon",,,,,,
"Simpson, Brett",,,,,,
"Sindelar, Brian",  05/08/2021 - 12/31/2031,,,,Participating,
"Skidmore, Bradbury","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"North, Richard",  05/01/1988,,,,,Not Required To Participate
"North, Robert",,,,,,
"Novakovic-White, Robin",,  01/01/2022,,,,
"Skovrlj, Branko",  05/07/2022 - 12/31/2032,,,,Participating,
"Smith, Brandon",,,,,,
"Smith, Bryson",  05/01/1997,,,,,Not Required To Participate
"Snell, Brian","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Nudelman, Robert",  11/01/1991,,,,,Not Required To Participate
"Nunna, Ravi Shankar",,,,,,
"Ogbuji, Richard",,,,,,
"Ojemann, Robert",  04/01/1964,,,,,
"Snelling, Brian",  10/30/2020 - 12/31/2030,,,,Participating,
"Snyder, Brian",,,,,,
"Snyder, Brian Jeffrey",  11/08/2012 - 12/31/2022,,,,,
"Olafson, Richard",  10/01/1967,,,,,Not Required To Participate
"Olinger, Rodney",  05/01/1987,,,,,Not Required To Participate
"Olivera, Raul",  04/19/2016 - 12/31/2026,,,,Participating,
"Staarmann, Brittany",,,,,,
"Staub, Blake",  10/30/2020 - 12/31/2030,,,,Participating,
"Stein, Bennett",  01/01/1966,,,,,Not Required To Participate
"Olson, Rick",  09/01/1985,,,,,Not Required To Participate
"Ortiz, Rafael",,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Osenbach, Richard K",  11/17/1995,,,,,Not Required To Participate
"Oskouian, Rod","['\xa0\xa005/03/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Stephens, Bradley",  11/01/2020 - 12/31/2030,,,,Participating,
"Stopak, Bernard",  05/01/1982,,,,,Not Required To Participate
"Storrs, Bruce",  09/01/1983,,,,,
"Ostdahl, Roger",  09/01/1981,,,,,Not Required To Participate
"Osterdock, Renatta","['\xa0\xa005/12/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,,
"Ostrup, Richard",  11/01/1991,,,,,Not Required To Participate
"Owen Jr, Robert","['\xa0\xa005/02/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Strickland, Ben",,,,,,
"Subach, Brian","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Sullivan, Brian","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Oxford, Robert",  05/08/2021 - 12/31/2031,,,,Participating,
"Page, Robert",  01/01/1973,,,,,Not Required To Participate
"Palsma, Ryan",,,,,,
"Parra, Rafael",  09/01/1978,,,,,Not Required To Participate
"Swearingen, Brooke",  11/01/1993,,,,,Not Required To Participate
"Szewczyk, Benjamin",,,,,,
"Tabibian, Borna",,,,,,
"Parrish, Rob",  11/01/1992,,,,,Not Required To Participate
"Patel, Rajan",,,,,,
"Patterson, Russel",  09/01/1963,,,,,Not Required To Participate
"Pawl, Ronald",  01/01/1969,,,,,Not Required To Participate
"Taha, Birra",,,,,,
"Tang, Bing",  01/01/1981,,,,,Not Required To Participate
"Taylor, Blake",,,,,,
"Thaci, Bart",,,,,,
"Payne, Russell",  05/13/2023 - 12/31/2033,,,,Participating,
"Pecson, Rene",  01/01/1976,,,,,
"Pelosi, Richard",  11/01/1971,,,,,Not Required To Participate
"Penn, Richard",  01/01/1976,,,,,Not Required To Participate
"Theodotou, Basil",  09/01/1987,,,,,Not Required To Participate
"Theriault, Brianna",,,,,,
"Thomas, Brad","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Peoples, Randal","['\xa0\xa005/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,,
"Perez Roman, Roberto",,,,,,
"Perkins, Roland",  01/01/1967,,,,,Not Required To Participate
"Perrin, Richard","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Thompson, B. Gregory",  11/01/1998,,,,,Not Required To Participate
"Toyota, Brian",  01/01/1998,,,,,Not Required To Participate
"Tranmer, Bruce",  05/01/1990,,,,,Not Required To Participate
"Peterson, Racheal",,,,,,
"Peterson, Robert",  05/01/1995,,,,,Not Required To Participate
"Petteys, Rory",  05/08/2021 - 12/31/2031,,,,Participating,
"Phelps, Ryan",,,,,,
"Trembly, Bruce",  01/01/1967,,,,,Not Required To Participate
"Underwood, Bill","['\xa0\xa011/08/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Uy, Benjamin",,,,,,
"Planchard, Ryan",,,,,,
"Plunkett, Robert",  09/01/1989,,,,,
"Poelstra, Raymond",  05/01/1986,,,,,Not Required To Participate
"Velimirovic, Bratislav","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Venger, Benjamin",  05/12/1993,,,,,Not Required To Participate
"Vidalis, Benjamin",,,,,,
"Walcott, Brian",  10/30/2020 - 12/31/2030,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Pokrupa, Ronald",  09/15/1998,,,,,Not Required To Participate
"Polin, Richard","['\xa0\xa011/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Porter, Randall","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Waldau, Ben",  05/21/2015 - 12/31/2025,"['\xa0\xa001/02/2021'], ['\xa0\xa001/01/2023']",,,Participating,
"Walker, Blake",,,,,,
"Wallace, Bradley",  05/09/2014 - 12/31/2024,,,,Participating,
"Walsh, Brian","['\xa0\xa005/06/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Porter, Robert",  04/01/1958,,,,,
"Powell, Randell",  05/01/1991,,,,,Not Required To Participate
"Walters, Bradford",  09/01/1988,,,,,
"Ward, Brad","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Warf, Benjamin",  11/01/1996,,,  06/11/2022,Participating,
"Pratt, Richard",  01/01/1979,,,,,
"Pressley, Richard",  05/01/1977,,,,,Not Required To Participate
"Price, Richard",  05/13/2023 - 12/31/2033,,,,Participating,
"Priest, Ryan",,"['\xa0\xa001/02/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Weir, Bryce",  05/01/1969,,,,,Not Required To Participate
"Welch, Babu","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Welling, Blake",  11/13/1997,,,,,Not Required To Participate
"Promod Kumar, Ramachandran Pillai",  05/04/2019 - 12/31/2029,,,,Participating,
"Pruitt, Rachel",,,,,,
"Puffer, Ross",  11/04/2022 - 12/31/2032,,,,Participating,
"Wellman, Bryan","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Weprin, Bradley","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,  06/11/2023,Participating,
"White, Benjamin","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Qaiser, Rabia",  10/31/2020 - 12/31/2030,,,  12/12/2020,Participating,
"Quinonez, Rafael",  09/01/1977,,,,,Not Required To Participate
"Raab, Rajnik","['\xa0\xa005/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Whiting, Benjamin",,,,,,
"Whittemore, Brett",  11/02/2019 - 12/31/2029,,,  11/27/2019,Participating,
"Wieder, Brian","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022']",,,,,
"Wilder, Bruce",  05/01/1979,,,,,
"Radna, Richard",  05/01/1985,,,,,Not Required To Participate
"Radwanski, Ryan",,,,,,
"Rahhal, Ryan",  11/08/2016 - 12/31/2026,,,,Participating,
"Rahmani, Redi",,,,,,
"Wilkinson, Brandon",,,,,,
"Williams, Brian",  11/13/2021 - 12/31/2031,,,,Participating,
"Willis, Brian",  11/01/1994,,,,,Not Required To Participate
"Rahme, Rudy",,,,,,
"Raj, Rajan",  01/01/1981,,,,,
"Rajjoub, Rodwan",  09/01/1981,,,,,Not Required To Participate
"Willis, Byron","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Wilson, Bayard",,,,,,
"Wittenberg, Blake",,,,,,
"Witwer, Brian","['\xa0\xa005/27/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Rak, Ramin","['\xa0\xa005/03/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Rak, Richard",  05/01/1979,,,,,Not Required To Participate
"Ramakrishna, Rohan",  11/04/2017 - 12/31/2027,,,,Participating,
"Rammo, Richard",  05/12/2023 - 12/31/2033,,,,Participating,
"Wohlfeld, Bryan",  11/07/2016 - 12/31/2026,,,,Participating,
"Yamini, Bakhtiar","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Yang, Benson","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Ransom, Ryan",,,,,,
"Rapport, Richard",  09/01/1980,,,,,Not Required To Participate
"Ratcheson, Robert",  06/01/1976,,,,,Not Required To Participate
"YAPICILAR, BULENT",  05/09/2017 - 12/31/2027,,,,Participating,
"Yarascavitch, Blake",,,,,,
"Yekzaman, Bailey",,,,,,
"Yim, Benjamin",,,,,,
"Raychaudhuri, Ratul",,,,,,
"Raynor, Richard",  06/01/1966,,,,,Not Required To Participate
"Reeder, Ralph",  11/01/1993,,,,,Not Required To Participate
"Reimer, Ronald",  05/01/1990,,,,,Not Required To Participate
"Yoo, Bo","['\xa0\xa005/20/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"YOUNGERMAN, BRETT",  11/05/2022 - 12/31/2032,,,,Participating,
"Zacharia, Brad",  11/04/2017 - 12/31/2027,,,,Participating,
"Remondino, Robert",  09/01/1989,,,,,Not Required To Participate
"Rennert, Robert",,,,,,
"Replogle, Robert","['\xa0\xa011/11/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Rey Dios, Roberto",  05/06/2018 - 12/31/2028,,,,Participating,
"Zavala, Baltazar Antonio",,,,,,
"Zsigray, Brandon",,,,,,
"Zunkeler, Bernhard","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Reynolds, Rebecca",,,,,,
"Reynolds, Renee",  11/04/2017 - 12/31/2027,,,  12/06/2018,Participating,
"Rhiew, Richard",  05/17/2013 - 12/31/2023,,,,Participating,
"Zussman, Benjamin",  05/12/2023 - 12/31/2033,,,,Participating,
"Abernathey, Chad",  05/01/1996,,,,,Not Required To Participate
"Abood, Christopher","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Rhoten, R. L. Patrick","['\xa0\xa011/19/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Rice, Robert",  05/08/2021 - 12/31/2031,,,,Participating,
"Richardson, Robert",  11/14/2014 - 12/31/2024,,,,Participating,
"Acosta, Carlos",  05/01/1973,,,,,Not Required To Participate
"Africk, Cynthia","['\xa0\xa011/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,,
"Agner, Celso",,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Richardson, Robert",  05/01/1982,,,,,Not Required To Participate
"Riesenburger, Ron","['\xa0\xa011/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Riestenberg, Robert",,,,,,
"Rindler, Rima",,,,,,
"Aho, Christopher","['\xa0\xa011/02/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Aiyudu, Clementina",,,,,,
"Alberstone, Cary","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Allen, Clark","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Rivet, Raul",  01/01/1980,,,,,Not Required To Participate
"Roach, Robert","['\xa0\xa005/01/1999 - 12/31/2009'], ['\xa0\xa001/01/2010 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,,
"Roberts, Richard",  05/15/2013 - 12/31/2023,,,,Participating,
"Alleyne, Cargill","['\xa0\xa011/14/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Alvarez, Carlos",,,,,,
"Alvarez-Breckenridge, Christopher",,,,,,
"Amene, Chiazo",  11/03/2018 - 12/31/2028,,,,Participating,
"Robinson, Robert","['\xa0\xa005/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Robison, Richard",  11/02/2019 - 12/31/2029,,,  12/01/2019,Participating,
"Rodgers, Richard","['\xa0\xa011/12/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Ames, Christopher","['\xa0\xa011/10/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2026']",,,,Participating,
"Amores, Constantino",  01/01/1983,,,,,Not Required To Participate
"Andrews, Carrie",,,,,,
"Angeles, Carmina",  11/12/2014 - 12/31/2024,,,,Participating,
"Rodriguez-Mercado, Rafael","['\xa0\xa011/09/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']","['\xa0\xa001/15/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Rosenbaum, Robert","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Rosenwasser, Robert",  09/01/1987,,,,,
"Roski, Richard",  09/01/1983,,,,,
"Arce, Carlos",  11/01/1990,,,,,Not Required To Participate
"Azzam, Charles",  05/01/1989,,,,,
"Badger, Clint",,,,,,
"Rostomily, Robert","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Rothrock, Robert",,,,,,
"Rovin, Richard",  05/01/1996,,,,,Not Required To Participate
"Baggott, Christopher",  11/13/2021 - 12/31/2031,"['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Bagley, Carlos","['\xa0\xa005/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Baird, Clinton",  11/07/2016 - 12/31/2026,,,,Participating,
"Rowe, Richard",  05/01/1998,,,,,Not Required To Participate
"Roy, Ranjan","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Rudy, Robert",,,,,,
"Baker, Christopher","['\xa0\xa005/01/2001 - 12/31/2011'], ['\xa0\xa001/01/2012 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Baker, Cordell",,,,,,
"Russo, Romolo",  05/01/1979,,,,,Not Required To Participate
"Rydell, Ralph",  04/01/1977,,,,,Not Required To Participate
"Sabo, Robert","['\xa0\xa005/01/2000 - 12/31/2010'], ['\xa0\xa001/01/2011 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Sahjpaul, Ramesh","['\xa0\xa005/29/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 03/31/2022']",,,,,
"Banerjee, Christopher",,,,,,
"Bauer, Clayton",,,,,,
"Beauregard, Curtis",  11/04/2022 - 12/31/2032,,,,Participating,
"Beck, Carter","['\xa0\xa005/11/2006 - 12/31/2016'], ['\xa0\xa001/01/2017 - 12/31/2027']",,,,Not Participating,
"Belber, Carl",  05/01/1970,,,,,Not Required To Participate
"Sahyouni, Ronald",,,,,,
"Saigal, Rajiv",  10/31/2020 - 12/31/2030,,,,Participating,
"Sakalas, Romualdas",  12/01/1976,,,,,Not Required To Participate
"Benjamin, Carolina",  05/06/2022 - 12/31/2032,,,,Participating,
"Berg, Craig",  11/05/2017 - 12/31/2027,,,,Participating,
"Berlin, Connor",,,,,,
"Salinas, Ryan",,,,,,
"Sampath, Raghuram",  10/31/2020 - 12/31/2030,,,,Participating,
"Samuelson, Rodney",  11/09/2015 - 12/31/2025,,,,Participating,
"Bernard, Clark","['\xa0\xa005/25/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Bettegowda, Chetan",  05/09/2017 - 12/31/2027,,,,Participating,
"Bevering, Carl","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Bill, Charles",  05/01/1997,,,,,Not Required To Participate
"Sanchez-Mejia, Rene",  05/08/2014 - 12/31/2024,,,,Participating,
"Sarnowski, Robert",  09/01/1978,,,,,Not Required To Participate
"Sastry, Rahul",,,,,,
"Bird, Cylaina",,,,,,
"Bogaev, Christopher","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Bohan, Christian",,,,,,
"Bonasso, Christian","['\xa0\xa011/09/2007 - 12/31/2017'], ['\xa0\xa001/01/2018 - 12/31/2027']",,,,Participating,
"Sattler, Raymond",  05/01/1985,,,,,Not Required To Participate
"Saunders, Richard",  11/01/1972,,,,,Not Required To Participate
"Sawaya, Raymond",  05/01/1985,,,,,Not Required To Participate
"Bondurant, Charles",  11/01/1997,,,,Participating,
"Bonfield, Christopher",  05/05/2018 - 12/31/2028,,,  03/27/2019,Participating,
"Bowers, Christian",  11/02/2019 - 12/31/2029,,,,Participating,
"Bowie, Charles",  11/04/2017 - 12/31/2027,,,,Participating,
"Saxton, Robert",  05/01/1966,,,,,Not Required To Participate
"Scharnweber, Rudi",  05/08/2021 - 12/31/2031,,,,Participating,
"Schlegel Jr., Robert J",  11/01/1991,,,,,
"Boxell, Christopher",  05/01/1991,,,,,Not Required To Participate
"Branch, Charles",  11/01/1991,,,,,Not Required To Participate
"Brandon, Cameron",,,,,,
"Brennan, Cameron",  05/15/2013 - 12/31/2023,,,,Participating,
"Schlenk, Richard","['\xa0\xa011/12/2008 - 12/31/2018'], ['\xa0\xa001/01/2019 - 12/31/2028']",,,,Participating,
"Schmidt, Richard",,,,,,
"Brimley, Cameron",,,,,,
"Buchanan, Colin",  05/05/2019 - 05/16/2022,,,,,
"Bui, Cuong",  05/15/2013 - 12/31/2023,,,,Participating,
"Bullis, Carli",,,,,,
"Schmidt, Richard",  11/01/1998,,,,,Not Required To Participate
"Schrot, Rudolph","['\xa0\xa011/13/2009 - 12/31/2019'], ['\xa0\xa001/01/2020 - 12/31/2029']",,,,Participating,
"Schultz, Robert",  04/01/1981,,,,,Not Required To Participate
"Schwartz, Richard",  06/01/1984,,,,,Not Required To Participate
"Burkett, Clinton",  04/18/2016 - 12/31/2026,,,,Participating,
"Burton, Charles",  07/01/1972,,,,,Not Required To Participate
"Busch, Christopher",,,,,,
"Scott, R. Michael",  05/01/1976,,,,,
"Scranton, Robert",  05/07/2022 - 12/31/2032,,,,Participating,
"Screven, Ryan",,,,,,
"Sefcik, Roberta",,,,,,
"Cannon, Cliff",  10/01/1972,,,,,Not Required To Participate
"Carballo-Cuello, Cesar",,,,,,
"Carey, Carolyn",  11/01/1994,,,,,Not Required To Participate
"Sekula, Raymond","['\xa0\xa011/03/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Sen, Rajeev",,,,,,
"Sepulveda, Raul",  09/01/1976,,,,,Not Required To Participate
"Carr, Christopher",,,,,,
"Carroll, Christopher",  05/13/2023 - 12/31/2033,,,,Participating,
"Carver, Christopher",  05/01/1986,,,,,Not Required To Participate
"Casas, Carlos",  11/02/2019 - 12/31/2029,,,,Participating,
"Serra, Riccardo",,,,,,
"Shahim, Reza","['\xa0\xa011/12/2004 - 12/31/2014'], ['\xa0\xa001/01/2015 - 12/31/2024']",,,,Participating,
"Shallat, Ronald",  05/01/1976,,,,,Not Required To Participate
"Cascino, Christopher",  11/01/1996,,,,,Not Required To Participate
"Cavallo, Claudio",,,,,,
"Cawley, C.","['\xa0\xa011/01/2002 - 12/31/2012'], ['\xa0\xa001/01/2013 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']","['\xa0\xa006/09/2022'], ['\xa0\xa001/01/2023']",,,Participating,
"Chang, Charles",  11/01/1991,,,,,Not Required To Participate
"Shastri, Ravi",,"['\xa0\xa001/15/2020'], ['\xa0\xa001/01/2021'], ['\xa0\xa001/01/2022'], ['\xa0\xa001/01/2023']",,,,
"Sherman, Randall",  05/01/1987,,,,,Not Required To Participate
"Sheth, Rishi",  05/16/2013 - 12/31/2023,,,,Participating,
"Shivashankar, RAVISHANKAR",,  07/25/2022,,,,
"Chang, Cory",,,,,,
"Chapleau, Charles",  05/01/1984,,,,,
"Chaput, Christopher",  09/01/1981,,,,,
"Shortz, Roger",  01/01/1980,,,,,Not Required To Participate
"Shrivastava, Raj","['\xa0\xa005/21/2010 - 12/31/2020'], ['\xa0\xa001/01/2021 - 12/31/2030']",,,,Participating,
"Simon, Richard",  09/13/1979,,,,,Not Required To Participate
"Chen, Ching-Jen",,,,,,
"Chen, Clark","['\xa0\xa011/07/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Cheyuo, Cletus",,,,,,
"Chittum, Christopher","['\xa0\xa005/04/2011 - 12/31/2021'], ['\xa0\xa001/01/2022 - 12/31/2031']",,,,Participating,
"Simons, Robert",  05/01/1979,,,,,Not Required To Participate
"Simpson, Richard",  05/01/1994,,,,,Not Required To Participate
"Singer, Robert","['\xa0\xa005/15/2003 - 12/31/2013'], ['\xa0\xa001/01/2014 - 12/31/2023']",,,,Participating,
"Christie, Carlton",,,,,,
"Christie, Catherine",,,,,,
"Chuman, Charles",  05/01/1982,,,,,Not Required To Participate
"Singh, Rahul",,,,,,
"Singh, Ran","['\xa0\xa005/26/2005 - 12/31/2015'], ['\xa0\xa001/01/2016 - 12/31/2025']",,,,Participating,
"Singleton, Richard",  11/14/2013 - 12/31/2023,,,,Participating,
"Sinha, Randhir",  05/01/1979,,,,,Not Required To Participate
"Cifarelli, Christopher",  05/20/2015 - 12/31/2025,,,,Participating,
"Clare, Christopher",  05/01/1997,,,,,Not Required To Participate
"Clark, Charles",  09/01/1984,,,,,Not Required To Participate
"Sloan, Robert","['\xa0\xa011/08/2012 - 12/31/2022'], ['\xa0\xa001/01/2023 - 12/31/2032']",,,,Participating,
"Smith, Randall",  11/01/1973,,,,,
"Smith, Richard",  04/01/1964,,,,,Not Required To Participate
"Smith, Roger",  09/01/1981,,,,,Not Required To Participate
"Claus, Chad",,,,,,
"Cobb, Cully",  01/01/1978,,,,,Not Required To Participate
